淘宝ID,卖家昵称,商家编码,标题,图片地址,促销活动,价格,促销价格,总销量,月销量,库存,收藏数,SKU数,抓取日期
14554935548,newbalance旗舰店,,,,,0.0,,-1,-1,0,2,0,2012-10-19
14554935548,newbalance旗舰店,KV996PMY,New Balance/新百伦 儿童运动鞋 炫彩复古童鞋KV996PMY正品包邮,http://img04.taobaocdn.com/bao/uploaded/i4/T1Hm54XhhpXXbfzq.W_022525.jpg,,0.0,0.0,0,0,1,3,0,2012-10-18
14554935548,newbalance旗舰店,KV996PMY,New Balance/新百伦 儿童运动鞋 炫彩复古童鞋KV996PMY正品包邮,http://img04.taobaocdn.com/bao/uploaded/i4/T1Hm54XhhpXXbfzq.W_022525.jpg,,0.0,0.0,0,0,0,0,0,2012-10-17
14554935548,newbalance旗舰店,KV996PMY,New Balance/新百伦 儿童运动鞋 炫彩复古童鞋KV996PMY正品包邮,http://img04.taobaocdn.com/bao/uploaded/i4/T1Hm54XhhpXXbfzq.W_022525.jpg,,0.0,0.0,0,0,0,0,0,2012-10-16
17389895181,newbalance旗舰店,,海青蓝 邮费补差价请勿评价请小二勿删 如10元 请选择数量10即可,http://img03.taobaocdn.com/bao/uploaded/i3/T1IJHTXoBXXXbScVZZ_030938.jpg,店铺vip,0.0,0.0,16,16,-32,0,0,2012-10-18
18798700305,newbalance旗舰店,,,,,0.0,,1,1,-1,0,0,2012-10-19
18798700305,newbalance旗舰店,M1260WB2,New Balance/新百伦专业男士跑鞋 男鞋高端跑步鞋 M1260WB2 包邮,http://img02.taobaocdn.com/bao/uploaded/i2/T15.HvXbliXXa.p1LX_114737.jpg,,0.0,0.0,0,0,2,0,0,2012-10-18
18798700305,newbalance旗舰店,M1260WB2,New Balance/新百伦专业男士跑鞋 男鞋高端跑步鞋 M1260WB2 包邮,http://img02.taobaocdn.com/bao/uploaded/i2/T15.HvXbliXXa.p1LX_114737.jpg,,0.0,0.0,-1,-2,0,3,0,2012-10-17
15916484623,newbalance旗舰店,,,,新款特惠,0.0,0.0,0,0,0,0,0,2012-10-19
15916484623,newbalance旗舰店,AWSJ2105,NewBalance/新百伦 女装长袖针织外套 运动休闲上衣AWSJ2105特价,http://img04.taobaocdn.com/bao/uploaded/i4/T1_pKWXddtXXXRW_w8_102016.jpg,新款特惠,0.0,0.0,0,0,0,0,0,2012-10-18
15916484623,newbalance旗舰店,AWSJ2105,NewBalance/新百伦 女装长袖针织外套 运动休闲上衣AWSJ2105特价,http://img04.taobaocdn.com/bao/uploaded/i4/T1_pKWXddtXXXRW_w8_102016.jpg,新款特惠,0.0,0.0,0,0,0,-1,0,2012-10-17
18798936313,newbalance旗舰店,,,,,0.0,,0,0,0,0,0,2012-10-19
18798936313,newbalance旗舰店,W1260LS2,New Balance/新百伦高级跑鞋 专业运动女鞋 不变形W1260LS2 包邮,http://img03.taobaocdn.com/bao/uploaded/i3/T1EzDvXhJjXXbio5rX_115516.jpg,,0.0,0.0,0,0,1,0,0,2012-10-18
18798936313,newbalance旗舰店,W1260LS2,New Balance/新百伦高级跑鞋 专业运动女鞋 不变形W1260LS2 包邮,http://img03.taobaocdn.com/bao/uploaded/i3/T1EzDvXhJjXXbio5rX_115516.jpg,,0.0,0.0,0,0,0,0,0,2012-10-17
16483156543,newbalance旗舰店,,,,天猫大促,0.0,0.0,0,0,0,19,0,2012-10-19
16483156543,newbalance旗舰店,ML574CVY/CVR,New Balance/新百伦 情侣鞋伦敦 跑步鞋ML574CVY/CVR,http://img04.taobaocdn.com/bao/uploaded/i4/T1cbS8Xh0qXXX0YuZ0_035125.jpg,天猫大促,0.0,0.0,6,6,-59,13,0,2012-10-18
16483156543,newbalance旗舰店,ML574CVY/CVR,New Balance/新百伦 情侣鞋伦敦 跑步鞋ML574CVY/CVR,http://img04.taobaocdn.com/bao/uploaded/i4/T1cbS8Xh0qXXX0YuZ0_035125.jpg,天猫大促,0.0,0.0,20,20,-10,103,0,2012-10-17
14561515076,newbalance旗舰店,,,,,0.0,,0,0,0,0,0,2012-10-19
14561515076,newbalance旗舰店,KG900SBG,NewBalance/新百伦 男/女 大童/中童鞋越野跑步鞋 KG900SBG包邮,http://img01.taobaocdn.com/bao/uploaded/i1/T1RH50Xi4bXXX3XTw8_101713.jpg,,0.0,0.0,0,0,0,0,0,2012-10-18
14561515076,newbalance旗舰店,KG900SBG,NewBalance/新百伦 男/女 大童/中童鞋越野跑步鞋 KG900SBG包邮,http://img01.taobaocdn.com/bao/uploaded/i1/T1RH50Xi4bXXX3XTw8_101713.jpg,,0.0,0.0,0,0,0,1,0,2012-10-17
14606899408,newbalance旗舰店,,,,新款特惠,0.0,0.0,0,0,0,0,0,2012-10-19
14606899408,newbalance旗舰店,AWSP2106,New Balance/新百伦 女款针织长裤 休闲运动长裤AWSP2106特价包邮,http://img03.taobaocdn.com/bao/uploaded/i3/T1DiOWXhBaXXa2sSw9_104522.jpg,新款特惠,0.0,0.0,0,0,0,0,0,2012-10-18
14606899408,newbalance旗舰店,AWSP2106,New Balance/新百伦 女款针织长裤 休闲运动长裤AWSP2106特价包邮,http://img03.taobaocdn.com/bao/uploaded/i3/T1DiOWXhBaXXa2sSw9_104522.jpg,新款特惠,0.0,0.0,0,0,0,2,0,2012-10-17
18802352398,newbalance旗舰店,,,,,0.0,,0,0,0,3,0,2012-10-19
18802352398,newbalance旗舰店,W3090RH1,New Balance/新百伦 女鞋 新品 超轻专业跑鞋 透气跑步鞋W3090RH1,http://img04.taobaocdn.com/bao/uploaded/i4/T1EJrqXjpsXXXQULkZ_032233.jpg,,0.0,0.0,0,0,2,-3,0,2012-10-18
18802352398,newbalance旗舰店,W3090RH1,New Balance/新百伦 女鞋 新品 超轻专业跑鞋 透气跑步鞋W3090RH1,http://img04.taobaocdn.com/bao/uploaded/i4/T1EJrqXjpsXXXQULkZ_032233.jpg,,0.0,0.0,0,0,0,6,0,2012-10-17
15591964106,newbalance旗舰店,,,,新款优惠,0.0,0.0,0,1,-2,6,0,2012-10-19
